! NanoVNA-App
! Date: 2024-03-18 17:46:33
! Start: 2GHz Stop: 3.2GHz Points: 65535
! S-Parameter data: F S11
# Hz S RI R 50
!     Frequency           S11_Real           S11_Imag0.002	0.331
0.042	0.122
0.977	0.804
0.613	0.370
0.309	0.767
0.042	0.751
0.140	0.082
0.659	0.445
0.819	0.173
0.294	0.260
0.429	0.758
0.450	0.773
0.726	0.184
0.227	0.260
0.472	0.086
0.807	0.320
0.695	0.974
0.377	0.159
0.617	0.878
0.757	0.511
0.512	0.225
0.288	0.294
0.753	0.105
0.978	0.830
0.538	0.713
0.920	0.908
0.433	0.240
0.020	0.238
0.267	0.717
0.951	0.550
0.022	0.953
0.876	0.313
0.159	0.557
0.487	0.590
0.993	0.998
0.981	0.798
0.079	0.557
0.173	0.423
0.848	0.559
0.260	0.407
0.260	0.409
0.310	0.110
0.404	0.447
0.911	0.331
0.100	0.933
0.989	0.233
0.428	0.062
0.133	0.167
0.229	0.835
0.106	0.772
0.230	0.719
0.660	0.152
0.159	0.643
0.323	0.681
0.279	0.102
0.182	0.774
0.770	0.423
0.595	0.404
0.934	0.453
0.963	0.613
0.170	0.255
0.544	0.279
0.031	0.358
0.085	0.480
0.492	0.819
0.796	0.014
0.024	0.904
0.488	0.625
0.897	0.667
0.911	0.271
0.594	0.783
0.753	0.424
0.421	0.242
0.833	0.353
0.475	0.802
0.893	0.080
0.975	0.635
0.190	0.607
0.779	0.793
0.487	0.045
0.416	0.329
0.386	0.507
0.794	0.228
0.521	0.412
0.500	0.366
0.652	0.600
0.554	0.993
0.865	0.159
0.649	0.616
0.667	0.796
0.038	0.690
0.474	0.734
0.317	0.980
0.896	0.466
0.230	0.610
0.694	0.625
0.093	0.418
0.545	0.191
0.475	0.880
0.961	0.135
0.123	0.892
0.915	0.444
0.553	0.771
0.563	0.493
0.732	0.514
0.797	0.346
0.813	0.843
0.682	0.592
0.028	0.504
0.103	0.184
0.564	0.599
0.562	0.540
0.564	0.182
0.884	0.828
0.271	0.804
0.005	0.264
0.818	0.353
0.606	0.824
0.538	0.773
0.755	0.761
0.447	0.156
0.419	0.736
0.179	0.540
0.989	0.476
0.813	0.807
0.479	0.317
0.812	0.959
0.968	0.120
0.831	0.008
0.850	0.968
0.961	0.339
0.192	0.964
0.088	0.167
0.684	0.053
0.441	0.816
0.970	0.192
0.941	0.742
0.225	0.038
0.573	0.644
0.816	0.636
0.321	0.023
0.540	0.684
0.064	0.345
0.921	0.780
0.201	0.207
0.180	0.018
0.355	0.888
0.031	0.399
0.728	0.597
0.081	0.355
0.013	0.766
0.514	0.791
0.138	0.313
0.231	0.239
0.920	0.822
0.287	0.138
0.295	0.355
0.139	0.063
0.592	0.606
0.789	0.163
0.027	0.087
0.291	0.760
0.639	0.546
0.483	0.682
0.669	0.069
0.995	0.386
0.285	0.045
0.513	0.465
0.520	0.419
0.395	0.930
0.311	0.059
0.167	0.703
0.827	0.035
0.210	0.898
0.976	0.951
0.874	0.071
0.644	0.995
0.411	0.225
0.496	0.518
0.292	0.977
0.367	0.328
0.421	0.939
0.593	0.130
0.494	0.683
0.338	0.838
0.291	0.772
0.833	0.708
0.582	0.731
0.878	0.311
0.771	0.997
0.449	0.333
0.153	0.892
0.210	0.515
0.916	0.939
0.335	0.452
0.575	0.100
0.606	0.438
0.438	0.551
0.977	0.677
0.364	0.511
0.530	0.184
0.582	0.224
0.953	0.573
0.994	0.789
0.830	0.712
0.376	0.086
0.775	0.255
0.447	0.687
0.778	0.440
0.035	0.274
0.354	0.293
0.402	0.283
0.601	0.886
0.039	0.600
0.880	0.530
0.603	0.938
0.911	0.973
0.127	0.335
0.953	0.042
0.877	0.857
0.728	0.776
0.913	0.125
0.922	0.716
0.988	0.946
0.762	0.036
0.821	0.660
0.098	0.487
0.738	0.038
0.595	0.580
0.720	0.308
0.324	0.141
0.603	0.244
0.367	0.277
0.263	0.250
0.320	0.614
0.053	0.183
0.768	0.904
0.343	0.524
0.755	0.987
0.721	0.914
0.749	0.086
0.844	0.777
0.037	0.062
0.134	0.040
0.476	0.557
0.561	0.805
0.465	0.107
0.838	0.420
0.865	0.317
0.985	0.112
0.970	0.008
0.165	0.309
0.249	0.964
0.796	0.454
0.486	0.409
0.845	0.464
0.016	0.043
0.752	0.220
0.630	0.327
0.228	0.487
0.644	0.131
0.886	0.179
0.362	0.146
0.097	0.039
0.322	0.967
0.988	0.829
0.206	0.407
0.650	0.369
0.245	0.338
0.171	0.351
0.444	0.689
0.592	0.470
0.901	0.873
0.486	0.871
0.887	0.843
0.905	0.995
0.733	0.082
0.260	0.974
0.844	0.819
0.696	0.120
0.129	0.294
0.669	0.607
0.888	0.559
0.318	0.441
0.166	0.022
0.025	0.954
0.238	0.328
0.404	0.805
0.611	0.427
0.006	0.839
0.428	0.437
0.257	0.925
0.379	0.364
0.374	0.435
0.030	0.348
0.754	0.496
0.905	0.451
0.016	0.750
0.969	0.105
0.985	0.807
0.167	0.154
0.129	0.940
0.504	0.407
0.832	0.052
0.407	0.417
0.772	0.415
0.911	0.636
0.696	0.877
0.460	0.488
0.154	0.395
0.226	0.297
0.667	0.693
0.987	0.178
0.335	0.316
0.050	0.423
0.116	0.455
0.897	0.496
0.234	0.588
0.267	0.706
0.910	0.283
0.875	0.491
0.174	0.079
0.707	0.102
0.915	0.483
0.115	0.926
0.066	0.612
0.604	0.241
0.358	0.213
0.895	0.810
0.288	0.258
0.798	0.701
0.880	0.377
0.357	0.372
0.094	0.884
0.740	0.517
0.105	0.320
0.266	0.841
0.944	0.626
0.373	0.970
0.695	0.708
0.256	0.545
0.647	0.080
0.777	0.879
0.098	0.955
0.077	0.102
0.555	0.914
0.835	0.871
0.864	0.717
0.174	0.265
0.196	0.081
0.345	0.037
0.947	0.536
0.705	0.619
0.703	0.447
0.862	0.704
0.512	0.478
0.587	0.412
0.842	0.659
0.859	0.930
0.105	0.324
0.137	0.140
0.395	0.323
0.070	0.611
0.235	0.385
0.740	0.186
0.683	0.665
0.299	0.562
0.371	0.587
0.894	0.195
0.010	0.105
0.125	0.072
0.435	0.450
0.149	0.091
0.175	0.221
0.162	0.740
0.212	0.168
0.508	0.094
0.810	0.612
0.419	0.010
0.518	0.454
0.161	0.460
0.931	0.047
0.377	0.612
0.061	0.948
0.114	0.280
0.686	0.799
0.708	0.560
0.681	0.008
0.647	0.181
0.765	0.862
0.483	0.039
0.427	0.434
0.906	0.823
0.569	0.403
0.814	0.707
0.185	0.862
0.475	0.982
0.739	0.198
0.980	0.262
0.413	0.513
0.059	0.947
0.618	0.337
0.882	0.198
0.887	0.685
0.946	0.869
0.318	0.380
0.971	0.131
0.618	0.016
0.108	0.632
0.725	0.016
0.595	0.121
0.571	0.435
0.276	0.715
0.576	0.434
0.406	0.659
0.020	0.701
0.678	0.278
0.647	0.664
0.664	0.637
0.693	0.794
0.940	0.773
0.472	0.897
0.420	0.573
0.726	0.879
0.704	0.709
0.095	0.372
0.396	0.681
0.584	0.678
0.685	0.215
0.500	0.191
0.786	0.435
0.056	0.588
0.862	0.464
0.480	0.945
0.569	0.754
0.658	0.827
0.327	0.883
0.052	0.182
0.395	0.325
0.061	0.638
0.072	0.820
0.220	0.951
0.457	0.691
0.946	0.513
0.185	0.889
0.618	0.861
0.727	0.419
0.017	0.307
0.910	0.438
0.406	0.943
0.044	0.326
0.062	0.205
0.816	0.158
0.722	0.894
0.662	0.641
0.822	0.557
0.737	0.116
0.280	0.357
0.250	0.658
0.067	0.994
0.762	0.061
0.121	0.860
0.053	0.092
0.139	0.099
0.927	0.152
0.943	0.865
0.027	0.665
0.846	0.953
0.769	0.014
0.997	0.962
0.348	0.782
0.058	0.157
0.867	0.881
0.710	0.290
0.740	0.579
0.833	0.871
0.319	0.720
0.874	0.845
0.135	0.587
0.230	0.645
0.759	0.738
0.572	0.615
0.028	0.889
0.248	0.950
0.809	0.259
0.899	0.790
0.804	0.538
0.651	0.962
0.335	0.765
0.775	0.295
0.531	0.146
0.578	0.485
0.759	0.282
0.937	0.130
0.383	0.151
0.098	0.610
0.152	0.178
0.097	0.362
0.779	0.838
0.255	0.914
0.798	0.191
0.854	0.261
0.247	0.910
0.448	0.815
0.879	0.004
0.410	0.097
0.837	0.313
0.320	0.728
0.894	0.633
0.057	0.388
